country,admin,esa_id,esa_class,esa_sampled_ha,esa_total_ha,tree_cover_class,tof_ha,hans_ha,tof_mean,hans_mean
Belize,Belize,10.0,"Cropland, rainfed",305.01,1474.75,0-9,44,1083,45.3389892578125,19.44365119934082
Belize,Belize,10.0,"Cropland, rainfed",305.01,1474.75,10-19,43,276,45.3389892578125,19.44365119934082
Belize,Belize,10.0,"Cropland, rainfed",305.01,1474.75,20-29,49,158,45.3389892578125,19.44365119934082
Belize,Belize,10.0,"Cropland, rainfed",305.01,1474.75,30-39,51,123,45.3389892578125,19.44365119934082
Belize,Belize,10.0,"Cropland, rainfed",305.01,1474.75,40-49,46,80,45.3389892578125,19.44365119934082
Belize,Belize,10.0,"Cropland, rainfed",305.01,1474.75,50-59,44,89,45.3389892578125,19.44365119934082
Belize,Belize,10.0,"Cropland, rainfed",305.01,1474.75,60-69,42,55,45.3389892578125,19.44365119934082
Belize,Belize,10.0,"Cropland, rainfed",305.01,1474.75,70-79,28,49,45.3389892578125,19.44365119934082
Belize,Belize,10.0,"Cropland, rainfed",305.01,1474.75,80-89,36,25,45.3389892578125,19.44365119934082
Belize,Belize,10.0,"Cropland, rainfed",305.01,1474.75,90-99,51,57,45.3389892578125,19.44365119934082
Belize,Belize,11.0,"Cropland, rainfed",84.95,216.71,0-9,50,221,19.89493751525879,17.358659744262695
Belize,Belize,11.0,"Cropland, rainfed",84.95,216.71,10-19,27,21,19.89493751525879,17.358659744262695
Belize,Belize,11.0,"Cropland, rainfed",84.95,216.71,20-29,14,16,19.89493751525879,17.358659744262695
Belize,Belize,11.0,"Cropland, rainfed",84.95,216.71,30-39,14,13,19.89493751525879,17.358659744262695
Belize,Belize,11.0,"Cropland, rainfed",84.95,216.71,40-49,5,11,19.89493751525879,17.358659744262695
Belize,Belize,11.0,"Cropland, rainfed",84.95,216.71,50-59,2,7,19.89493751525879,17.358659744262695
Belize,Belize,11.0,"Cropland, rainfed",84.95,216.71,60-69,4,8,19.89493751525879,17.358659744262695
Belize,Belize,11.0,"Cropland, rainfed",84.95,216.71,70-79,1,4,19.89493751525879,17.358659744262695
Belize,Belize,11.0,"Cropland, rainfed",84.95,216.71,80-89,2,10,19.89493751525879,17.358659744262695
Belize,Belize,11.0,"Cropland, rainfed",84.95,216.71,90-99,5,10,19.89493751525879,17.358659744262695
Belize,Belize,30.0,Mosaic cropland / natural vegetation,103.23,459.78,0-9,22,415,39.38520812988281,18.333465576171875
Belize,Belize,30.0,Mosaic cropland / natural vegetation,103.23,459.78,10-19,20,84,39.38520812988281,18.333465576171875
Belize,Belize,30.0,Mosaic cropland / natural vegetation,103.23,459.78,20-29,28,45,39.38520812988281,18.333465576171875
Belize,Belize,30.0,Mosaic cropland / natural vegetation,103.23,459.78,30-39,24,27,39.38520812988281,18.333465576171875
Belize,Belize,30.0,Mosaic cropland / natural vegetation,103.23,459.78,40-49,11,25,39.38520812988281,18.333465576171875
Belize,Belize,30.0,Mosaic cropland / natural vegetation,103.23,459.78,50-59,24,22,39.38520812988281,18.333465576171875
Belize,Belize,30.0,Mosaic cropland / natural vegetation,103.23,459.78,60-69,10,12,39.38520812988281,18.333465576171875
Belize,Belize,30.0,Mosaic cropland / natural vegetation,103.23,459.78,70-79,9,10,39.38520812988281,18.333465576171875
Belize,Belize,30.0,Mosaic cropland / natural vegetation,103.23,459.78,80-89,7,13,39.38520812988281,18.333465576171875
Belize,Belize,30.0,Mosaic cropland / natural vegetation,103.23,459.78,90-99,7,23,39.38520812988281,18.333465576171875
Belize,Belize,40.0,Mosaic natural vegetation / cropland,917.64,7088.01,0-9,139,1979,55.81336975097656,41.67890548706055
Belize,Belize,40.0,Mosaic natural vegetation / cropland,917.64,7088.01,10-19,98,1096,55.81336975097656,41.67890548706055
