country,admin,esa_id,esa_class,esa_sampled_ha,esa_total_ha,tree_cover_class,tof_ha,hans_ha,tof_mean,hans_mean
Guatemala,Chimaltenango,10.0,"Cropland, rainfed",91.37,119.72,0-9,16,110,58.21894454956055,20.08411407470703
Guatemala,Chimaltenango,10.0,"Cropland, rainfed",91.37,119.72,10-19,7,19,58.21894454956055,20.08411407470703
Guatemala,Chimaltenango,10.0,"Cropland, rainfed",91.37,119.72,20-29,8,13,58.21894454956055,20.08411407470703
Guatemala,Chimaltenango,10.0,"Cropland, rainfed",91.37,119.72,30-39,12,4,58.21894454956055,20.08411407470703
Guatemala,Chimaltenango,10.0,"Cropland, rainfed",91.37,119.72,40-49,6,5,58.21894454956055,20.08411407470703
Guatemala,Chimaltenango,10.0,"Cropland, rainfed",91.37,119.72,50-59,12,4,58.21894454956055,20.08411407470703
Guatemala,Chimaltenango,10.0,"Cropland, rainfed",91.37,119.72,60-69,14,2,58.21894454956055,20.08411407470703
Guatemala,Chimaltenango,10.0,"Cropland, rainfed",91.37,119.72,70-79,21,4,58.21894454956055,20.08411407470703
Guatemala,Chimaltenango,10.0,"Cropland, rainfed",91.37,119.72,80-89,20,3,58.21894454956055,20.08411407470703
Guatemala,Chimaltenango,10.0,"Cropland, rainfed",91.37,119.72,90-99,19,12,58.21894454956055,20.08411407470703
Guatemala,Chimaltenango,11.0,"Cropland, rainfed",0.0,669.65,0-9,0,123,,53.74048614501953
Guatemala,Chimaltenango,11.0,"Cropland, rainfed",0.0,669.65,10-19,0,80,,53.74048614501953
Guatemala,Chimaltenango,11.0,"Cropland, rainfed",0.0,669.65,20-29,0,67,,53.74048614501953
Guatemala,Chimaltenango,11.0,"Cropland, rainfed",0.0,669.65,30-39,0,49,,53.74048614501953
Guatemala,Chimaltenango,11.0,"Cropland, rainfed",0.0,669.65,40-49,0,53,,53.74048614501953
Guatemala,Chimaltenango,11.0,"Cropland, rainfed",0.0,669.65,50-59,0,66,,53.74048614501953
Guatemala,Chimaltenango,11.0,"Cropland, rainfed",0.0,669.65,60-69,0,85,,53.74048614501953
Guatemala,Chimaltenango,11.0,"Cropland, rainfed",0.0,669.65,70-79,0,91,,53.74048614501953
Guatemala,Chimaltenango,11.0,"Cropland, rainfed",0.0,669.65,80-89,0,118,,53.74048614501953
Guatemala,Chimaltenango,11.0,"Cropland, rainfed",0.0,669.65,90-99,0,170,,53.74048614501953
Guatemala,Chimaltenango,30.0,Mosaic cropland / natural vegetation,18.61,129.03,0-9,20,110,15.365126609802246,27.22409439086914
