country,admin,esa_id,esa_class,esa_sampled_ha,esa_total_ha,tree_cover_class,tof_ha,hans_ha,tof_mean,hans_mean
Panama,Colón,10,"Cropland, rainfed",627.77,695.12,0-9,248,584,36.20000076293945,20.729999542236328
Panama,Colón,10,"Cropland, rainfed",627.77,695.12,10-19,136,119,36.20000076293945,20.729999542236328
Panama,Colón,10,"Cropland, rainfed",627.77,695.12,20-29,103,63,36.20000076293945,20.729999542236328
Panama,Colón,10,"Cropland, rainfed",627.77,695.12,30-39,63,57,36.20000076293945,20.729999542236328
Panama,Colón,10,"Cropland, rainfed",627.77,695.12,40-49,63,34,36.20000076293945,20.729999542236328
Panama,Colón,10,"Cropland, rainfed",627.77,695.12,50-59,78,33,36.20000076293945,20.729999542236328
Panama,Colón,10,"Cropland, rainfed",627.77,695.12,60-69,60,35,36.20000076293945,20.729999542236328
Panama,Colón,10,"Cropland, rainfed",627.77,695.12,70-79,51,25,36.20000076293945,20.729999542236328
Panama,Colón,10,"Cropland, rainfed",627.77,695.12,80-89,39,33,36.20000076293945,20.729999542236328
Panama,Colón,10,"Cropland, rainfed",627.77,695.12,90-99,75,30,36.20000076293945,20.729999542236328
Panama,Colón,11,"Cropland, rainfed",136.61,140.15,0-9,27,93,44.470001220703125,19.43000030517578
Panama,Colón,11,"Cropland, rainfed",136.61,140.15,10-19,25,33,44.470001220703125,19.43000030517578
Panama,Colón,11,"Cropland, rainfed",136.61,140.15,20-29,30,26,44.470001220703125,19.43000030517578
Panama,Colón,11,"Cropland, rainfed",136.61,140.15,30-39,25,14,44.470001220703125,19.43000030517578
Panama,Colón,11,"Cropland, rainfed",136.61,140.15,40-49,13,18,44.470001220703125,19.43000030517578
Panama,Colón,11,"Cropland, rainfed",136.61,140.15,50-59,19,10,44.470001220703125,19.43000030517578
Panama,Colón,11,"Cropland, rainfed",136.61,140.15,60-69,16,7,44.470001220703125,19.43000030517578
Panama,Colón,11,"Cropland, rainfed",136.61,140.15,70-79,8,1,44.470001220703125,19.43000030517578
Panama,Colón,11,"Cropland, rainfed",136.61,140.15,80-89,18,0,44.470001220703125,19.43000030517578
Panama,Colón,11,"Cropland, rainfed",136.61,140.15,90-99,22,0,44.470001220703125,19.43000030517578
Panama,Colón,30,Mosaic cropland / natural vegetation,299.51,318.42,0-9,56,130,50.220001220703125,39.38999938964844
Panama,Colón,30,Mosaic cropland / natural vegetation,299.51,318.42,10-19,35,47,50.220001220703125,39.38999938964844
Panama,Colón,30,Mosaic cropland / natural vegetation,299.51,318.42,20-29,36,42,50.220001220703125,39.38999938964844
Panama,Colón,30,Mosaic cropland / natural vegetation,299.51,318.42,30-39,55,43,50.220001220703125,39.38999938964844
Panama,Colón,30,Mosaic cropland / natural vegetation,299.51,318.42,40-49,39,49,50.220001220703125,39.38999938964844
Panama,Colón,30,Mosaic cropland / natural vegetation,299.51,318.42,50-59,54,33,50.220001220703125,39.38999938964844
Panama,Colón,30,Mosaic cropland / natural vegetation,299.51,318.42,60-69,45,30,50.220001220703125,39.38999938964844
Panama,Colón,30,Mosaic cropland / natural vegetation,299.51,318.42,70-79,37,40,50.220001220703125,39.38999938964844
Panama,Colón,30,Mosaic cropland / natural vegetation,299.51,318.42,80-89,40,34,50.220001220703125,39.38999938964844
Panama,Colón,30,Mosaic cropland / natural vegetation,299.51,318.42,90-99,56,36,50.220001220703125,39.38999938964844
Panama,Colón,40,Mosaic natural vegetation / cropland,29007.3,29375.18,0-9,4233,7000,48.810001373291016,40.029998779296875
Panama,Colón,40,Mosaic natural vegetation / cropland,29007.3,29375.18,10-19,3731,4732,48.810001373291016,40.029998779296875
Panama,Colón,40,Mosaic natural vegetation / cropland,29007.3,29375.18,20-29,3498,4047,48.810001373291016,40.029998779296875
Panama,Colón,40,Mosaic natural vegetation / cropland,29007.3,29375.18,30-39,3558,3597,48.810001373291016,40.029998779296875
Panama,Colón,40,Mosaic natural vegetation / cropland,29007.3,29375.18,40-49,3380,3465,48.810001373291016,40.029998779296875
Panama,Colón,40,Mosaic natural vegetation / cropland,29007.3,29375.18,50-59,3378,3327,48.810001373291016,40.029998779296875
Panama,Colón,40,Mosaic natural vegetation / cropland,29007.3,29375.18,60-69,3373,2918,48.810001373291016,40.029998779296875
Panama,Colón,40,Mosaic natural vegetation / cropland,29007.3,29375.18,70-79,3307,2649,48.810001373291016,40.029998779296875
