country,admin,esa_id,esa_class,esa_sampled_ha,esa_total_ha,tree_cover_class,tof_ha,tof_mean
Chad,Barh el Ghazel,10,"Cropland, rainfed",141310.94,145077.96,0-9,162068,5.989999771118164
Chad,Barh el Ghazel,10,"Cropland, rainfed",141310.94,145077.96,10-19,10048,5.989999771118164
Chad,Barh el Ghazel,10,"Cropland, rainfed",141310.94,145077.96,20-29,2040,5.989999771118164
Chad,Barh el Ghazel,10,"Cropland, rainfed",141310.94,145077.96,30-39,797,5.989999771118164
Chad,Barh el Ghazel,10,"Cropland, rainfed",141310.94,145077.96,40-49,464,5.989999771118164
Chad,Barh el Ghazel,10,"Cropland, rainfed",141310.94,145077.96,50-59,311,5.989999771118164
Chad,Barh el Ghazel,10,"Cropland, rainfed",141310.94,145077.96,60-69,237,5.989999771118164
Chad,Barh el Ghazel,10,"Cropland, rainfed",141310.94,145077.96,70-79,210,5.989999771118164
Chad,Barh el Ghazel,10,"Cropland, rainfed",141310.94,145077.96,80-89,229,5.989999771118164
Chad,Barh el Ghazel,10,"Cropland, rainfed",141310.94,145077.96,90-99,205,5.989999771118164
Chad,Barh el Ghazel,11,"Cropland, rainfed",1134.29,1173.95,0-9,1386,5.309999942779541
Chad,Barh el Ghazel,11,"Cropland, rainfed",1134.29,1173.95,10-19,8,5.309999942779541
Chad,Barh el Ghazel,11,"Cropland, rainfed",1134.29,1173.95,20-29,4,5.309999942779541
Chad,Barh el Ghazel,11,"Cropland, rainfed",1134.29,1173.95,30-39,0,5.309999942779541
Chad,Barh el Ghazel,11,"Cropland, rainfed",1134.29,1173.95,40-49,3,5.309999942779541
Chad,Barh el Ghazel,11,"Cropland, rainfed",1134.29,1173.95,50-59,4,5.309999942779541
Chad,Barh el Ghazel,11,"Cropland, rainfed",1134.29,1173.95,60-69,5,5.309999942779541
Chad,Barh el Ghazel,11,"Cropland, rainfed",1134.29,1173.95,70-79,3,5.309999942779541
Chad,Barh el Ghazel,11,"Cropland, rainfed",1134.29,1173.95,80-89,2,5.309999942779541
Chad,Barh el Ghazel,11,"Cropland, rainfed",1134.29,1173.95,90-99,6,5.309999942779541
Chad,Barh el Ghazel,20,"Cropland, irrigated or post-flooding",18680.79,19728.92,0-9,16457,8.09000015258789
Chad,Barh el Ghazel,20,"Cropland, irrigated or post-flooding",18680.79,19728.92,10-19,3498,8.09000015258789
Chad,Barh el Ghazel,20,"Cropland, irrigated or post-flooding",18680.79,19728.92,20-29,609,8.09000015258789
Chad,Barh el Ghazel,20,"Cropland, irrigated or post-flooding",18680.79,19728.92,30-39,203,8.09000015258789
Chad,Barh el Ghazel,20,"Cropland, irrigated or post-flooding",18680.79,19728.92,40-49,95,8.09000015258789
Chad,Barh el Ghazel,20,"Cropland, irrigated or post-flooding",18680.79,19728.92,50-59,50,8.09000015258789
Chad,Barh el Ghazel,20,"Cropland, irrigated or post-flooding",18680.79,19728.92,60-69,33,8.09000015258789
Chad,Barh el Ghazel,20,"Cropland, irrigated or post-flooding",18680.79,19728.92,70-79,9,8.09000015258789
Chad,Barh el Ghazel,20,"Cropland, irrigated or post-flooding",18680.79,19728.92,80-89,10,8.09000015258789
Chad,Barh el Ghazel,20,"Cropland, irrigated or post-flooding",18680.79,19728.92,90-99,7,8.09000015258789
Chad,Barh el Ghazel,30,Mosaic cropland / natural vegetation,37132.78,39510.51,0-9,34211,10.640000343322754
Chad,Barh el Ghazel,30,Mosaic cropland / natural vegetation,37132.78,39510.51,10-19,7999,10.640000343322754
Chad,Barh el Ghazel,30,Mosaic cropland / natural vegetation,37132.78,39510.51,20-29,2598,10.640000343322754
Chad,Barh el Ghazel,30,Mosaic cropland / natural vegetation,37132.78,39510.51,30-39,1171,10.640000343322754
Chad,Barh el Ghazel,30,Mosaic cropland / natural vegetation,37132.78,39510.51,40-49,745,10.640000343322754
Chad,Barh el Ghazel,30,Mosaic cropland / natural vegetation,37132.78,39510.51,50-59,433,10.640000343322754
Chad,Barh el Ghazel,30,Mosaic cropland / natural vegetation,37132.78,39510.51,60-69,325,10.640000343322754
Chad,Barh el Ghazel,30,Mosaic cropland / natural vegetation,37132.78,39510.51,70-79,221,10.640000343322754
Chad,Barh el Ghazel,30,Mosaic cropland / natural vegetation,37132.78,39510.51,80-89,158,10.640000343322754
Chad,Barh el Ghazel,30,Mosaic cropland / natural vegetation,37132.78,39510.51,90-99,141,10.640000343322754
Chad,Barh el Ghazel,40,Mosaic natural vegetation / cropland,39077.7,42790.07,0-9,39865,9.720000267028809
Chad,Barh el Ghazel,40,Mosaic natural vegetation / cropland,39077.7,42790.07,10-19,5986,9.720000267028809
Chad,Barh el Ghazel,40,Mosaic natural vegetation / cropland,39077.7,42790.07,20-29,1801,9.720000267028809
Chad,Barh el Ghazel,40,Mosaic natural vegetation / cropland,39077.7,42790.07,30-39,877,9.720000267028809
Chad,Barh el Ghazel,40,Mosaic natural vegetation / cropland,39077.7,42790.07,40-49,571,9.720000267028809
Chad,Barh el Ghazel,40,Mosaic natural vegetation / cropland,39077.7,42790.07,50-59,422,9.720000267028809
Chad,Barh el Ghazel,40,Mosaic natural vegetation / cropland,39077.7,42790.07,60-69,337,9.720000267028809
Chad,Barh el Ghazel,40,Mosaic natural vegetation / cropland,39077.7,42790.07,70-79,336,9.720000267028809
Chad,Barh el Ghazel,40,Mosaic natural vegetation / cropland,39077.7,42790.07,80-89,320,9.720000267028809
Chad,Barh el Ghazel,40,Mosaic natural vegetation / cropland,39077.7,42790.07,90-99,189,9.720000267028809
Chad,Barh el Ghazel,100,Mosaic tree and shrub / herbaceous cover,18.91,18.91,0-9,28,4.190000057220459
Chad,Barh el Ghazel,100,Mosaic tree and shrub / herbaceous cover,18.91,18.91,10-19,0,4.190000057220459
Chad,Barh el Ghazel,100,Mosaic tree and shrub / herbaceous cover,18.91,18.91,20-29,0,4.190000057220459
Chad,Barh el Ghazel,100,Mosaic tree and shrub / herbaceous cover,18.91,18.91,30-39,0,4.190000057220459
Chad,Barh el Ghazel,100,Mosaic tree and shrub / herbaceous cover,18.91,18.91,40-49,0,4.190000057220459
Chad,Barh el Ghazel,100,Mosaic tree and shrub / herbaceous cover,18.91,18.91,50-59,0,4.190000057220459
Chad,Barh el Ghazel,100,Mosaic tree and shrub / herbaceous cover,18.91,18.91,60-69,0,4.190000057220459
Chad,Barh el Ghazel,100,Mosaic tree and shrub / herbaceous cover,18.91,18.91,70-79,0,4.190000057220459
Chad,Barh el Ghazel,100,Mosaic tree and shrub / herbaceous cover,18.91,18.91,80-89,0,4.190000057220459
Chad,Barh el Ghazel,100,Mosaic tree and shrub / herbaceous cover,18.91,18.91,90-99,0,4.190000057220459
Chad,Barh el Ghazel,110,Mosaic herbaceous cover / tree and shrub,55.81,64.81,0-9,58,14.34000015258789
Chad,Barh el Ghazel,110,Mosaic herbaceous cover / tree and shrub,55.81,64.81,10-19,11,14.34000015258789
Chad,Barh el Ghazel,110,Mosaic herbaceous cover / tree and shrub,55.81,64.81,20-29,5,14.34000015258789
Chad,Barh el Ghazel,110,Mosaic herbaceous cover / tree and shrub,55.81,64.81,30-39,2,14.34000015258789
Chad,Barh el Ghazel,110,Mosaic herbaceous cover / tree and shrub,55.81,64.81,40-49,1,14.34000015258789
Chad,Barh el Ghazel,110,Mosaic herbaceous cover / tree and shrub,55.81,64.81,50-59,6,14.34000015258789
Chad,Barh el Ghazel,110,Mosaic herbaceous cover / tree and shrub,55.81,64.81,60-69,2,14.34000015258789
Chad,Barh el Ghazel,110,Mosaic herbaceous cover / tree and shrub,55.81,64.81,70-79,2,14.34000015258789
Chad,Barh el Ghazel,110,Mosaic herbaceous cover / tree and shrub,55.81,64.81,80-89,0,14.34000015258789
Chad,Barh el Ghazel,110,Mosaic herbaceous cover / tree and shrub,55.81,64.81,90-99,0,14.34000015258789
Chad,Barh el Ghazel,120,Shrubland,50725.21,57475.13,0-9,60087,8.229999542236328
Chad,Barh el Ghazel,120,Shrubland,50725.21,57475.13,10-19,2143,8.229999542236328
Chad,Barh el Ghazel,120,Shrubland,50725.21,57475.13,20-29,979,8.229999542236328
Chad,Barh el Ghazel,120,Shrubland,50725.21,57475.13,30-39,620,8.229999542236328
Chad,Barh el Ghazel,120,Shrubland,50725.21,57475.13,40-49,552,8.229999542236328
Chad,Barh el Ghazel,120,Shrubland,50725.21,57475.13,50-59,430,8.229999542236328
Chad,Barh el Ghazel,120,Shrubland,50725.21,57475.13,60-69,406,8.229999542236328
Chad,Barh el Ghazel,120,Shrubland,50725.21,57475.13,70-79,478,8.229999542236328
Chad,Barh el Ghazel,120,Shrubland,50725.21,57475.13,80-89,649,8.229999542236328
Chad,Barh el Ghazel,120,Shrubland,50725.21,57475.13,90-99,574,8.229999542236328
Chad,Barh el Ghazel,130,Grassland,1231448.47,1302715.8,0-9,1071762,8.84000015258789
Chad,Barh el Ghazel,130,Grassland,1231448.47,1302715.8,10-19,145076,8.84000015258789
Chad,Barh el Ghazel,130,Grassland,1231448.47,1302715.8,20-29,43575,8.84000015258789
Chad,Barh el Ghazel,130,Grassland,1231448.47,1302715.8,30-39,22387,8.84000015258789
Chad,Barh el Ghazel,130,Grassland,1231448.47,1302715.8,40-49,14077,8.84000015258789
Chad,Barh el Ghazel,130,Grassland,1231448.47,1302715.8,50-59,9826,8.84000015258789
Chad,Barh el Ghazel,130,Grassland,1231448.47,1302715.8,60-69,7207,8.84000015258789
Chad,Barh el Ghazel,130,Grassland,1231448.47,1302715.8,70-79,5565,8.84000015258789
Chad,Barh el Ghazel,130,Grassland,1231448.47,1302715.8,80-89,4528,8.84000015258789
Chad,Barh el Ghazel,130,Grassland,1231448.47,1302715.8,90-99,2178,8.84000015258789
Chad,Barh el Ghazel,150,Sparse vegetation,1131873.5,1183109.97,0-9,1185094,4.460000038146973
Chad,Barh el Ghazel,150,Sparse vegetation,1131873.5,1183109.97,10-19,12411,4.460000038146973
Chad,Barh el Ghazel,150,Sparse vegetation,1131873.5,1183109.97,20-29,2713,4.460000038146973
Chad,Barh el Ghazel,150,Sparse vegetation,1131873.5,1183109.97,30-39,1300,4.460000038146973
Chad,Barh el Ghazel,150,Sparse vegetation,1131873.5,1183109.97,40-49,660,4.460000038146973
Chad,Barh el Ghazel,150,Sparse vegetation,1131873.5,1183109.97,50-59,411,4.460000038146973
Chad,Barh el Ghazel,150,Sparse vegetation,1131873.5,1183109.97,60-69,277,4.460000038146973
Chad,Barh el Ghazel,150,Sparse vegetation,1131873.5,1183109.97,70-79,205,4.460000038146973
Chad,Barh el Ghazel,150,Sparse vegetation,1131873.5,1183109.97,80-89,154,4.460000038146973
Chad,Barh el Ghazel,150,Sparse vegetation,1131873.5,1183109.97,90-99,71,4.460000038146973
Chad,Barh el Ghazel,152,Sparse vegetation,4767.85,5046.33,0-9,6388,5.119999885559082
Chad,Barh el Ghazel,152,Sparse vegetation,4767.85,5046.33,10-19,85,5.119999885559082
Chad,Barh el Ghazel,152,Sparse vegetation,4767.85,5046.33,20-29,31,5.119999885559082
Chad,Barh el Ghazel,152,Sparse vegetation,4767.85,5046.33,30-39,20,5.119999885559082
Chad,Barh el Ghazel,152,Sparse vegetation,4767.85,5046.33,40-49,14,5.119999885559082
Chad,Barh el Ghazel,152,Sparse vegetation,4767.85,5046.33,50-59,15,5.119999885559082
Chad,Barh el Ghazel,152,Sparse vegetation,4767.85,5046.33,60-69,15,5.119999885559082
Chad,Barh el Ghazel,152,Sparse vegetation,4767.85,5046.33,70-79,9,5.119999885559082
Chad,Barh el Ghazel,152,Sparse vegetation,4767.85,5046.33,80-89,12,5.119999885559082
Chad,Barh el Ghazel,152,Sparse vegetation,4767.85,5046.33,90-99,3,5.119999885559082
Chad,Barh el Ghazel,153,Sparse vegetation,656385.89,676380.7,0-9,688372,5.630000114440918
Chad,Barh el Ghazel,153,Sparse vegetation,656385.89,676380.7,10-19,35238,5.630000114440918
Chad,Barh el Ghazel,153,Sparse vegetation,656385.89,676380.7,20-29,7320,5.630000114440918
Chad,Barh el Ghazel,153,Sparse vegetation,656385.89,676380.7,30-39,3207,5.630000114440918
Chad,Barh el Ghazel,153,Sparse vegetation,656385.89,676380.7,40-49,1825,5.630000114440918
Chad,Barh el Ghazel,153,Sparse vegetation,656385.89,676380.7,50-59,1101,5.630000114440918
Chad,Barh el Ghazel,153,Sparse vegetation,656385.89,676380.7,60-69,759,5.630000114440918
Chad,Barh el Ghazel,153,Sparse vegetation,656385.89,676380.7,70-79,537,5.630000114440918
Chad,Barh el Ghazel,153,Sparse vegetation,656385.89,676380.7,80-89,381,5.630000114440918
Chad,Barh el Ghazel,153,Sparse vegetation,656385.89,676380.7,90-99,102,5.630000114440918
